id	bp
73.20120600_E3D.26	2718830
73.20120600_E3D.28	5661641
73.20120600_E3D.30	2097504
73.20120600_E3D.31	2282137
73.20120600_E3D.46	4728442
73.20120600_E3D.47	2623889
73.20120600_E3D.48	5205832
73.20120600_E3D.5	2240369
73.20120600_E3D.60	3454801
73.20120600_E3D.83	2725078
73.20120600_E3D.84	3603599
73.20120600_E3D.97	3206208
73.20120600_E3D.99	2775010
73.20120600_E3M.1	1419198
73.20120600_E3M.4	2870383
73.20120600_E3S.4	2357155
73.20120600_P1M.1	3035955
73.20120600_P1M.5	4003027
73.20120600_P2D.4	5191133
73.20120600_P2M.12	2509532
73.20120600_P2M.14	4690089
73.20120600_P2M.24	5032658
73.20120600_P2M.43	4566532
73.20120600_P2M.6	5287019
73.20120600_P2S.1	3023281
73.20120600_P2S.4	5504712
73.20120600_P2S.6	4334251
73.20120600_P2S.7	4034030
73.20120600_P2S.8	3946374
73.20120600_P3D.3	3054314
73.20120600_P3M.10	3444213
73.20120600_P3M.13	4597834
73.20120600_P3M.2	4181007
73.20120600_P3M.20	3187183
73.20120600_P3M.5	7207389
73.20120600_P3S.4	5268685
73.20120600_P3S.7	4122220
73.20120600_S1D.23	3669388
73.20120600_S1D.24	3494373
73.20120600_S1D.4	2424943
73.20120600_S1D.43	5217216
73.20120600_S1D.48	2828576
73.20120600_S1D.5	4981074
73.20120600_S1D.6	4477198
73.20120600_S1M.2	2515589
73.20120600_S1M.3	4273586
73.20120600_S1M.5	2151002
73.20120600_S1S.1	2589213
73.20120600_S1S.10	2306391
73.20120600_S1S.2	2866633
73.20120600_S1S.5	2056632
73.20120600_S2D.13	2855191
73.20120600_S2D.16	2503791
73.20120600_S2D.19	1630571
73.20120600_S2D.28	4381105
73.20120600_S2D.3	2470758
73.20120600_S2D.33	3767692
73.20120600_S2D.40	2293092
73.20120600_S2D.5	3656371
73.20120600_S2D.6	4449273
73.20120600_S2D.9	4258642
73.20120600_S2M.11	3152098
73.20120600_S2M.12	1896949
73.20120600_S2M.16	1894671
73.20120600_S2M.19	1999965
73.20120600_S2M.20	4748925
73.20120600_S2M.25	4932139
73.20120600_S2M.29	4419890
73.20120600_S2M.3	2342576
73.20120600_S2M.36	2312158
73.20120600_S2M.39	5118295
73.20120600_S2M.46	2952777
73.20120600_S2M.5	2524033
73.20120600_S2M.6	3735191
73.20120600_S2M.9	3729378
73.20120600_S2S.1	2508091
73.20120600_S2S.10	3987863
73.20120600_S2S.2	4138350
73.20120600_S2S.3	2055840
73.20120600_S2S.5	1988666
73.20120600_S2S.7	2471130
73.20120600_S3D.11	4303643
73.20120600_S3D.12	3144422
73.20120600_S3D.19	4162915
73.20120600_S3D.21	4504023
73.20120600_S3D.22	4483853
73.20120600_S3D.27	4250116
73.20120600_S3D.4	2185540
73.20120600_S3D.5	5691524
73.20120600_S3D.6	2563461
73.20120600_S3D.7	3661841
73.20120600_S3D.8	4426527
73.20120600_S3M.11	3150897
73.20120600_S3M.12	2324561
73.20120600_S3M.14	2000347
73.20120600_S3M.5	2517690
73.20120600_S3M.7	3780979
73.20120600_S3M.9	4343156
73.20120600_S3S.5	3201325
73.20120700_E1D.14	3877262
73.20120700_E1D.21	4547715
73.20120700_E1D.24	2605514
73.20120700_E1D.4	2380473
73.20120700_E1D.7	4631202
73.20120700_E1D.9	5997913
73.20120700_E1M.1	1767385
73.20120700_E1S.1	1632556
73.20120700_E1S.4	3541035
73.20120700_E1X.1	2493211
73.20120700_E1X.16	3980309
73.20120700_E1X.21	2157486
73.20120700_E1X.9	3945939
73.20120700_E2D.1	1561353
73.20120700_E2D.10	2480277
73.20120700_E2D.13	2987982
73.20120700_E2D.3	1509534
73.20120700_E2D.31	2289418
73.20120700_E2D.6	2379811
73.20120700_E2X.1	1827657
73.20120700_E2X.103	3133634
73.20120700_E2X.114	3196023
73.20120700_E2X.12	2973664
73.20120700_E2X.122	2435424
73.20120700_E2X.147	772949
73.20120700_E2X.150	5412775
73.20120700_E2X.152	2993257
73.20120700_E2X.16	5223927
73.20120700_E2X.160	5194237
73.20120700_E2X.17	5970886
73.20120700_E2X.174	4167910
73.20120700_E2X.184	3466999
73.20120700_E2X.198	4621616
73.20120700_E2X.203	6561765
73.20120700_E2X.208	1858979
73.20120700_E2X.22	3789588
73.20120700_E2X.23	2150921
73.20120700_E2X.243	1780671
73.20120700_E2X.256	3008528
73.20120700_E2X.26	2559951
73.20120700_E2X.266	3841767
73.20120700_E2X.27	2074796
73.20120700_E2X.31	3853501
73.20120700_E2X.34	5697798
73.20120700_E2X.343	1584504
73.20120700_E2X.53	4054320
73.20120700_E2X.63	2144576
73.20120700_E2X.67	3612511
73.20120700_E2X.68	4519663
73.20120700_E2X.73	3585865
73.20120700_E2X.78	4216425
73.20120700_E2X.79	3036221
73.20120700_E2X.90	3482832
73.20120700_E2X.94	3940419
73.20120700_E3D.2	2288452
73.20120700_E3M.1	1809861
73.20120700_E3M.10	4407275
73.20120700_E3M.11	2778586
73.20120700_E3M.124	2482186
73.20120700_E3M.127	5528928
73.20120700_E3M.131	1134635
73.20120700_E3M.140	3901120
73.20120700_E3M.148	821126
73.20120700_E3M.16	6028852
73.20120700_E3M.161	3517847
73.20120700_E3M.177	4240805
73.20120700_E3M.18	3219389
73.20120700_E3M.180	8662291
73.20120700_E3M.187	5300713
73.20120700_E3M.188	3066738
73.20120700_E3M.19	3943854
73.20120700_E3M.204	2703147
73.20120700_E3M.207	7698003
73.20120700_E3M.214	5732711
73.20120700_E3M.22	2419169
73.20120700_E3M.220	2179504
73.20120700_E3M.23	2086464
73.20120700_E3M.237	1747160
73.20120700_E3M.239	4770234
73.20120700_E3M.25	5587889
73.20120700_E3M.265	2629699
73.20120700_E3M.266	2774674
73.20120700_E3M.284	9278725
73.20120700_E3M.288	1833331
73.20120700_E3M.30	4017413
73.20120700_E3M.35	5840230
73.20120700_E3M.37	3047450
73.20120700_E3M.383	2711891
73.20120700_E3M.475	3244421
73.20120700_E3M.49	4433535
73.20120700_E3M.58	4776867
73.20120700_E3M.60	3672290
73.20120700_E3M.61	1919637
73.20120700_E3M.65	3645017
73.20120700_E3M.71	1714740
73.20120700_E3M.73	3131616
73.20120700_E3M.74	4046708
73.20120700_E3M.75	3296615
73.20120700_E3M.80	3959497
73.20120700_E3M.81	3737067
73.20120700_E3M.84	3245784
73.20120700_E3M.88	3327158
73.20120700_E3M.91	3430042
73.20120700_E3M.96	4720128
73.20120700_E3M.97	2065301
73.20120700_E3X.1	2465056
73.20120700_E3X.12	3204247
73.20120700_E3X.13	2488881
73.20120700_E3X.4	1844642
73.20120700_E3X.7	3376921
73.20120700_P1D.1	4504025
73.20120700_P1D.12	2378483
73.20120700_P1D.2	3714726
73.20120700_P1D.9	6647634
73.20120700_P1M.3	5073848
73.20120700_P1S.3	4901792
73.20120700_P1S.7	3751309
73.20120700_P2D.11	5285138
73.20120700_P2D.14	2395430
73.20120700_P2D.26	4647106
73.20120700_P2D.29	2204093
73.20120700_P2D.3	6115516
73.20120700_P2D.31	4662452
73.20120700_P2D.4	2399062
73.20120700_P2D.6	4752134
73.20120700_P2D.7	4273799
73.20120700_P2M.12	4250281
73.20120700_P2M.15	5064768
73.20120700_P2M.3	2702059
73.20120700_P2M.5	4575937
73.20120700_P2S.1	3280613
73.20120700_P3D.1	5754238
73.20120700_P3D.103	5881655
73.20120700_P3D.105	2982648
73.20120700_P3D.107	4887466
73.20120700_P3D.111	3250968
73.20120700_P3D.113	5952348
73.20120700_P3D.118	7839336
73.20120700_P3D.12	3323840
73.20120700_P3D.123	8379441
73.20120700_P3D.127	6927349
73.20120700_P3D.131	2648075
73.20120700_P3D.134	3603921
73.20120700_P3D.136	6799527
73.20120700_P3D.140	4462745
73.20120700_P3D.146	3863453
73.20120700_P3D.15	3826834
73.20120700_P3D.151	1215035
73.20120700_P3D.154	3637326
73.20120700_P3D.169	5360281
73.20120700_P3D.179	4104102
73.20120700_P3D.181	3567878
73.20120700_P3D.184	5349404
73.20120700_P3D.185	4644201
73.20120700_P3D.197	6028593
73.20120700_P3D.200	4566085
73.20120700_P3D.21	3955706
73.20120700_P3D.214	2938603
73.20120700_P3D.215	7564528
73.20120700_P3D.216	2924708
73.20120700_P3D.22	3724574
73.20120700_P3D.225	3822739
73.20120700_P3D.239	4769816
73.20120700_P3D.240	3261025
73.20120700_P3D.248	6693866
73.20120700_P3D.249	4018676
73.20120700_P3D.255	5616185
73.20120700_P3D.261	920509
73.20120700_P3D.263	3593072
73.20120700_P3D.266	2525747
73.20120700_P3D.270	6698183
73.20120700_P3D.271	765936
73.20120700_P3D.282	2949121
73.20120700_P3D.283	4608047
73.20120700_P3D.286	3506105
73.20120700_P3D.295	1456349
73.20120700_P3D.296	4871117
73.20120700_P3D.298	4858425
73.20120700_P3D.3	4425631
73.20120700_P3D.30	3318627
73.20120700_P3D.308	1503756
73.20120700_P3D.316	3386394
73.20120700_P3D.322	4143903
73.20120700_P3D.324	923438
73.20120700_P3D.326	2257809
73.20120700_P3D.333	2518712
73.20120700_P3D.339	7559162
73.20120700_P3D.34	4139180
73.20120700_P3D.341	2257975
73.20120700_P3D.344	3163878
73.20120700_P3D.35	3606652
73.20120700_P3D.355	4115319
73.20120700_P3D.36	4553781
73.20120700_P3D.39	5960205
73.20120700_P3D.41	7748290
73.20120700_P3D.44	2472157
73.20120700_P3D.447	2605518
73.20120700_P3D.45	2393235
73.20120700_P3D.455	4312389
73.20120700_P3D.459	1849696
73.20120700_P3D.467	2590338
73.20120700_P3D.47	6652349
73.20120700_P3D.479	5555816
73.20120700_P3D.493	1854541
73.20120700_P3D.5	4652150
73.20120700_P3D.501	4346058
73.20120700_P3D.53	8362825
73.20120700_P3D.536	3287215
73.20120700_P3D.58	2197748
73.20120700_P3D.59	3574451
73.20120700_P3D.62	6958030
73.20120700_P3D.64	5709437
73.20120700_P3D.68	3018044
73.20120700_P3D.7	2752790
73.20120700_P3D.74	2728597
73.20120700_P3D.75	6247464
73.20120700_P3D.8	2555168
73.20120700_P3D.97	4617235
73.20120700_P3D.99	3247300
73.20120700_P3M.3	2589736
73.20120700_P3M.9	4101074
73.20120700_P3S.10	5230759
73.20120700_P3S.3	4857505
73.20120700_S1D.103	5005137
73.20120700_S1D.104	2842388
73.20120700_S1D.105	5849835
73.20120700_S1D.111	2204680
73.20120700_S1D.116	4841571
73.20120700_S1D.117	3468491
73.20120700_S1D.12	4359041
73.20120700_S1D.120	3788902
73.20120700_S1D.121	3889917
73.20120700_S1D.122	3601913
73.20120700_S1D.129	3496648
73.20120700_S1D.133	4821837
73.20120700_S1D.14	4192994
73.20120700_S1D.140	868323
73.20120700_S1D.15	3144983
73.20120700_S1D.154	4858900
73.20120700_S1D.18	2189475
73.20120700_S1D.182	2232673
73.20120700_S1D.183	6619976
73.20120700_S1D.184	5373807
73.20120700_S1D.20	1844322
73.20120700_S1D.200	3291016
73.20120700_S1D.206	2326746
73.20120700_S1D.208	3909985
73.20120700_S1D.21	2399646
73.20120700_S1D.218	4801304
73.20120700_S1D.223	6236720
73.20120700_S1D.225	1295424
73.20120700_S1D.234	3808544
73.20120700_S1D.242	4559902
73.20120700_S1D.243	5194160
73.20120700_S1D.247	4219414
73.20120700_S1D.25	2001158
73.20120700_S1D.254	3264811
73.20120700_S1D.260	6936615
73.20120700_S1D.262	4937380
73.20120700_S1D.266	6186033
73.20120700_S1D.278	4969099
73.20120700_S1D.281	7069843
73.20120700_S1D.3	2478816
73.20120700_S1D.31	5112986
73.20120700_S1D.32	1949311
73.20120700_S1D.328	1005050
73.20120700_S1D.33	5186856
73.20120700_S1D.335	3164738
73.20120700_S1D.35	4824528
73.20120700_S1D.351	2899254
73.20120700_S1D.36	5677172
73.20120700_S1D.371	5134266
73.20120700_S1D.38	5257996
73.20120700_S1D.399	3908736
73.20120700_S1D.4	2498803
73.20120700_S1D.41	4608566
73.20120700_S1D.416	3243608
73.20120700_S1D.47	3415849
73.20120700_S1D.48	4737259
73.20120700_S1D.55	4415081
73.20120700_S1D.6	3535233
73.20120700_S1D.65	3898469
73.20120700_S1D.67	2326937
73.20120700_S1D.72	7223734
73.20120700_S1D.81	5716120
73.20120700_S1D.86	3717433
73.20120700_S1D.88	7039788
73.20120700_S1D.89	3435177
73.20120700_S1D.95	4994123
73.20120700_S1D.96	3798538
73.20120700_S1D.97	8012244
73.20120700_S1M.1	2525943
73.20120700_S1M.2	4292572
73.20120700_S1M.3	2021738
73.20120700_S1M.8	2359439
73.20120700_S1S.10	1763136
73.20120700_S1S.12	1916982
73.20120700_S1S.19	2148062
73.20120700_S1S.21	2194457
73.20120700_S1S.22	6334092
73.20120700_S1S.7	1739148
73.20120700_S1X.13	3941636
73.20120700_S1X.18	2957739
73.20120700_S1X.19	5462416
73.20120700_S1X.2	2626325
73.20120700_S1X.20	3331541
73.20120700_S1X.25	7275386
73.20120700_S1X.26	3098917
73.20120700_S1X.3	4737408
73.20120700_S1X.33	2957523
73.20120700_S1X.39	1780592
73.20120700_S1X.43	2568177
73.20120700_S1X.44	5343426
73.20120700_S1X.9	1320641
73.20120700_S2D.11	4271862
73.20120700_S2D.12	4323070
73.20120700_S2D.13	3180105
73.20120700_S2D.3	2445683
73.20120700_S2D.4	2468295
73.20120700_S2D.5	5456354
73.20120700_S2D.6	3758094
73.20120700_S2M.1	2524017
73.20120700_S2M.2	4285919
73.20120700_S2M.4	1916326
73.20120700_S2S.4	2107000
73.20120700_S2S.5	1697196
73.20120700_S2S.7	1672370
73.20120700_S2X.11	3756528
73.20120700_S2X.17	3085386
73.20120700_S2X.22	3486375
73.20120700_S2X.24	6900820
73.20120700_S2X.4	5331570
73.20120700_S2X.40	4114896
73.20120700_S2X.44	2089357
73.20120700_S2X.5	4666888
73.20120700_S2X.9	1442649
73.20120700_S3D.10	4433568
73.20120700_S3D.12	1790483
73.20120700_S3D.15	3968158
73.20120700_S3D.16	4076722
73.20120700_S3D.17	5742999
73.20120700_S3D.22	3022901
73.20120700_S3D.28	3387116
73.20120700_S3D.3	2587266
73.20120700_S3D.30	2646490
73.20120700_S3D.32	3840820
73.20120700_S3D.34	2868267
73.20120700_S3D.35	3500242
73.20120700_S3D.38	3069548
73.20120700_S3D.40	2633596
73.20120700_S3D.46	2077533
73.20120700_S3D.5	5764657
73.20120700_S3D.51	3046762
73.20120700_S3D.53	3424337
73.20120700_S3D.57	2558493
73.20120700_S3D.59	2106189
73.20120700_S3D.60	716825
73.20120700_S3D.7	4557546
73.20120700_S3X.12	1723732
73.20120700_S3X.16	3601175
73.20120700_S3X.17	3575196
73.20120700_S3X.19	5780977
73.20120700_S3X.21	6126991
73.20120700_S3X.24	1818859
73.20120700_S3X.32	3240527
73.20120700_S3X.35	3720188
73.20120700_S3X.39	2806769
73.20120700_S3X.41	3636854
73.20120700_S3X.48	2535613
73.20120700_S3X.5	5791462
73.20120700_S3X.53	2086247
73.20120700_S3X.59	2949653
73.20120700_S3X.6	3649081
73.20120700_S3X.67	2640445
73.20120700_S3X.7	4738309
73.20120700_S3X.70	710161
73.20120700_S3X.9	4414875
73.20120800_E1D.1	1698947
73.20120800_E1D.12	3421685
73.20120800_E1D.18	4286720
73.20120800_E1D.22	5195183
73.20120800_E1D.24	2554780
73.20120800_E1D.28	3657709
73.20120800_E1D.29	5093910
73.20120800_E1D.31	2800466
73.20120800_E1D.40	5392472
73.20120800_E1D.43	2867251
73.20120800_E1D.44	3526070
73.20120800_E1D.52	3502044
73.20120800_E1D.55	3100039
73.20120800_E1D.6	4666617
73.20120800_E1D.7	6002914
73.20120800_E1D.9	2877477
73.20120800_E1X.10	2494259
73.20120800_E1X.13	4010930
73.20120800_E1X.15	2394173
73.20120800_E1X.29	1566961
73.20120800_E1X.33	2927000
73.20120800_E1X.35	3220922
73.20120800_E1X.37	5200069
73.20120800_E1X.39	1940321
73.20120800_E2D.17	1187300
73.20120800_E2D.2	1795881
73.20120800_E2D.21	3018773
73.20120800_E2D.29	4844384
73.20120800_E2D.30	3435866
73.20120800_E2D.34	3355970
73.20120800_E2D.35	2067528
73.20120800_E2D.36	3700549
73.20120800_E2D.47	3088414
73.20120800_E2D.54	2822935
73.20120800_E2D.6	2395880
73.20120800_E2D.7	4481147
73.20120800_E2S.1	1619692
73.20120800_E2X.1	2021039
73.20120800_E2X.11	3343313
73.20120800_E2X.21	3470802
73.20120800_E2X.33	3705972
73.20120800_E2X.4	3539553
73.20120800_E2X.42	2278388
73.20120800_E2X.44	3735678
73.20120800_E2X.46	3284985
73.20120800_E2X.49	3067214
73.20120800_E2X.51	2928323
73.20120800_E2X.54	5416427
73.20120800_E2X.55	2864732
73.20120800_E2X.58	3792977
73.20120800_E2X.75	3224932
73.20120800_E3D.18	4822093
73.20120800_E3D.21	3583110
73.20120800_E3D.23	3082166
73.20120800_E3D.34	1494376
73.20120800_E3D.4	4621151
73.20120800_E3S.1	1420193
73.20120800_E3S.15	6556001
73.20120800_E3S.24	2137522
73.20120800_E3S.25	3218797
73.20120800_E3S.3	3514086
73.20120800_E3S.34	1639935
73.20120800_E3S.35	3069137
73.20120800_E3S.37	2890320
73.20120800_E3S.38	2338497
73.20120800_E3S.44	5256546
73.20120800_E3S.45	3081703
73.20120800_E3S.49	3277791
73.20120800_E3S.52	2080543
73.20120800_E3S.7	2853661
73.20120800_E3X.19	4094456
73.20120800_E3X.20	2017260
73.20120800_E3X.23	2283896
73.20120800_E3X.29	2347534
73.20120800_E3X.31	3729174
73.20120800_E3X.32	2369190
73.20120800_E3X.35	3052142
73.20120800_E3X.37	2151312
73.20120800_E3X.4	1886883
73.20120800_E3X.43	2396373
73.20120800_E3X.45	1159286
73.20120800_E3X.47	2526393
73.20120800_E3X.5	3528381
73.20120800_E3X.55	2275517
73.20120800_E3X.6	2542101
73.20120800_E3X.67	2910155
73.20120800_E3X.7	3274937
73.20120800_E3X.8	1487053
73.20120800_P1D.16	4001325
73.20120800_P1D.6	5430155
73.20120800_P1D.7	5414947
73.20120800_P2D.2	6047625
73.20120800_P2D.5	4294413
73.20120800_P2D.6	7405126
73.20120800_P2M.13	5241902
73.20120800_P2M.3	5222111
73.20120800_P2M.6	3851359
73.20120800_P2M.7	4663284
73.20120800_P2M.9	4106068
73.20120800_P3M.2	2562173
73.20120800_P3M.4	3743143
73.20120800_S1D.13	4089984
73.20120800_S1D.19	2511057
73.20120800_S1D.21	1921428
73.20120800_S1D.27	3181684
73.20120800_S1D.3	2278273
73.20120800_S1D.32	2199518
73.20120800_S1D.5	4288222
73.20120800_S1D.7	3520756
73.20120800_S1D.8	4134954
73.20120800_S1M.12	4277882
73.20120800_S1M.16	3035626
73.20120800_S1M.17	2266413
73.20120800_S1M.26	4443197
73.20120800_S1M.3	2429754
73.20120800_S1M.31	3896085
73.20120800_S1M.32	5719540
73.20120800_S1M.4	4751335
73.20120800_S1M.6	3538456
73.20120800_S1S.6	2188947
73.20120800_S1S.7	1777174
73.20120800_S1S.9	3849074
73.20120800_S1X.13	2032519
73.20120800_S1X.2	2739212
73.20120800_S1X.28	3284538
73.20120800_S1X.37	4026386
73.20120800_S1X.4	4563682
73.20120800_S1X.44	2963252
73.20120800_S2D.10	4033443
73.20120800_S2D.13	1832569
73.20120800_S2D.22	5003736
73.20120800_S2D.3	2571312
73.20120800_S2D.4	3600245
73.20120800_S2D.6	2360088
73.20120800_S2D.8	1869556
73.20120800_S2M.12	3982956
73.20120800_S2M.9	4208450
73.20120800_S2S.1	2493719
73.20120800_S2S.11	3394811
73.20120800_S2S.3	2027206
73.20120800_S2X.11	3928995
73.20120800_S2X.13	6202278
73.20120800_S2X.17	2756265
73.20120800_S2X.18	4558710
73.20120800_S2X.20	3342643
73.20120800_S2X.23	7436385
73.20120800_S2X.3	5250976
73.20120800_S2X.4	4642096
73.20120800_S2X.9	1453807
73.20120800_S3D.11	4153523
73.20120800_S3D.12	3919696
73.20120800_S3D.15	3168641
73.20120800_S3D.23	4461705
73.20120800_S3D.3	2535946
73.20120800_S3D.4	5637098
73.20120800_S3D.5	3914445
73.20120800_S3M.10	3259522
73.20120800_S3M.3	4418030
73.20120800_S3M.30	4358747
73.20120800_S3M.5	2562391
73.20120800_S3M.6	3629014
73.20120800_S3M.8	3639840
73.20120800_S3S.2	3037115
73.20120800_S3X.17	6638998
73.20120800_S3X.20	4837229
73.20120800_S3X.25	2985672
73.20120800_S3X.31	1966830
73.20120800_S3X.4	2421090
73.20120800_S3X.6	5715130
73.20120800_S3X.8	4317540
73.20120800_S3X.9	3718860
